timestamp,log_type,message,stacktrace
5.025282,Log,Setting VR to (0.00 0.37 -0.24),UnityEngine.Debug:Log (object).  ExperimentController:CenterOVRPlayerController () (at Assets/Scripts/Core/ExperimentController.cs:206).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:78).  
5.875188,Log,Button held,UnityEngine.Debug:Log (object).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:195).  
5.92,Log,Launch force (0.23 0.00 3.47),UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:175).  
5.92,Log,Launch mag 3.476667,UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:176).  
6.31,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  BallDetector:OnTriggerEnter (UnityEngine.Collider) (at Assets/Scripts/Tasks/BallDetector.cs:14).  
6.32,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  BallDetector:OnTriggerEnter (UnityEngine.Collider) (at Assets/Scripts/Tasks/BallDetector.cs:14).  
6.321115,Log,The distance from target is 0.1223521 units,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:398).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:287).  
6.321115,Log,Scored 5 points,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:420).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:287).  
6.321115,Log,Target hit
5 points,UnityEngine.Debug:Log (object).  ProjectileTask/<DisplayMessage>d__39:MoveNext () (at Assets/Scripts/Tasks/ProjectileTask.cs:364).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:288).  
7.8386,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  ProjectileTask:TaskBegin () (at Assets/Scripts/Tasks/ProjectileTask.cs:490).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:275).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:429).  UXF.Session:BeginNextTrialSafe () (at Assets/UXF/Scripts/Session.cs:439).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:238).  ExperimentController:TrialEnd () (at Assets/Scripts/Core/ExperimentController.cs:320).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:146).  UXF.Session:EndCurrentTrial () (at Assets/UXF/Scripts/Session.cs:421).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:72).  
7.8386,Warning,Setting angular velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_angularVelocity (UnityEngine.Vector3).  ProjectileTask:TaskBegin () (at Assets/Scripts/Tasks/ProjectileTask.cs:491).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:275).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:429).  UXF.Session:BeginNextTrialSafe () (at Assets/UXF/Scripts/Session.cs:439).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:238).  ExperimentController:TrialEnd () (at Assets/Scripts/Core/ExperimentController.cs:320).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:146).  UXF.Session:EndCurrentTrial () (at Assets/UXF/Scripts/Session.cs:421).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:72).  
8.506759,Log,Button held,UnityEngine.Debug:Log (object).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:195).  
8.57,Log,Launch force (-0.27 0.00 2.17),UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:175).  
8.57,Log,Launch mag 2.18289,UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:176).  
9.22,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  BallDetector:OnTriggerEnter (UnityEngine.Collider) (at Assets/Scripts/Tasks/BallDetector.cs:14).  
9.23,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  BallDetector:OnTriggerEnter (UnityEngine.Collider) (at Assets/Scripts/Tasks/BallDetector.cs:14).  
9.230828,Log,The distance from target is 0.1231647 units,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:398).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:287).  
9.230828,Log,Scored 5 points,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:420).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:287).  
9.230828,Log,Target hit
5 points,UnityEngine.Debug:Log (object).  ProjectileTask/<DisplayMessage>d__39:MoveNext () (at Assets/Scripts/Tasks/ProjectileTask.cs:364).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:288).  
10.74859,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  ProjectileTask:TaskBegin () (at Assets/Scripts/Tasks/ProjectileTask.cs:490).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:275).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:429).  UXF.Session:BeginNextTrialSafe () (at Assets/UXF/Scripts/Session.cs:439).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:238).  ExperimentController:TrialEnd () (at Assets/Scripts/Core/ExperimentController.cs:320).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:146).  UXF.Session:EndCurrentTrial () (at Assets/UXF/Scripts/Session.cs:421).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:72).  
10.74859,Warning,Setting angular velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_angularVelocity (UnityEngine.Vector3).  ProjectileTask:TaskBegin () (at Assets/Scripts/Tasks/ProjectileTask.cs:491).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:275).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:429).  UXF.Session:BeginNextTrialSafe () (at Assets/UXF/Scripts/Session.cs:439).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:238).  ExperimentController:TrialEnd () (at Assets/Scripts/Core/ExperimentController.cs:320).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:146).  UXF.Session:EndCurrentTrial () (at Assets/UXF/Scripts/Session.cs:421).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:72).  
11.16607,Log,Button held,UnityEngine.Debug:Log (object).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:195).  
11.21,Log,Launch force (1.30 0.00 3.37),UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:175).  
11.21,Log,Launch mag 3.614341,UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:176).  
11.61,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  BallDetector:OnTriggerEnter (UnityEngine.Collider) (at Assets/Scripts/Tasks/BallDetector.cs:14).  
11.61165,Log,The distance from target is 0.4298773 units,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:398).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:312).  
11.61165,Log,Target width 0.2519452,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:408).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:312).  
11.61165,Log,Scored 0 points,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:420).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:312).  
11.61165,Log,Ball came to a stop
0 points,UnityEngine.Debug:Log (object).  ProjectileTask/<DisplayMessage>d__39:MoveNext () (at Assets/Scripts/Tasks/ProjectileTask.cs:364).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:313).  
11.62,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  BallDetector:OnTriggerEnter (UnityEngine.Collider) (at Assets/Scripts/Tasks/BallDetector.cs:14).  
13.13037,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  ProjectileTask:TaskBegin () (at Assets/Scripts/Tasks/ProjectileTask.cs:490).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:275).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:429).  UXF.Session:BeginNextTrialSafe () (at Assets/UXF/Scripts/Session.cs:439).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:238).  ExperimentController:TrialEnd () (at Assets/Scripts/Core/ExperimentController.cs:320).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:146).  UXF.Session:EndCurrentTrial () (at Assets/UXF/Scripts/Session.cs:421).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:72).  
13.13037,Warning,Setting angular velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_angularVelocity (UnityEngine.Vector3).  ProjectileTask:TaskBegin () (at Assets/Scripts/Tasks/ProjectileTask.cs:491).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:275).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:429).  UXF.Session:BeginNextTrialSafe () (at Assets/UXF/Scripts/Session.cs:439).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:238).  ExperimentController:TrialEnd () (at Assets/Scripts/Core/ExperimentController.cs:320).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:146).  UXF.Session:EndCurrentTrial () (at Assets/UXF/Scripts/Session.cs:421).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:72).  
27.69118,Log,Button held,UnityEngine.Debug:Log (object).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:195).  
27.7,Log,The launch force was too small applying a new force,UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:167).  
27.7,Log,New force (0.00 0.00 0.00),UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:168).  
27.7,Log,New force mag 0,UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:169).  
27.7,Log,Launch force (0.00 0.00 0.00),UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:175).  
27.7,Log,Launch mag 0,UnityEngine.Debug:Log (object).  ProjectileTask:FixedUpdate () (at Assets/Scripts/Tasks/ProjectileTask.cs:176).  
27.81614,Log,The distance from target is 1.173862 units,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:398).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:312).  
27.81614,Log,Target width 0.2519452,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:408).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:312).  
27.81614,Log,Scored 0 points,UnityEngine.Debug:Log (object).  ProjectileTask:CalculatePoints (bool) (at Assets/Scripts/Tasks/ProjectileTask.cs:420).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:312).  
27.81614,Log,Ball came to a stop
0 points,UnityEngine.Debug:Log (object).  ProjectileTask/<DisplayMessage>d__39:MoveNext () (at Assets/Scripts/Tasks/ProjectileTask.cs:364).  UnityEngine.MonoBehaviour:StartCoroutine (System.Collections.IEnumerator).  ProjectileTask:Update () (at Assets/Scripts/Tasks/ProjectileTask.cs:313).  
29.33416,Warning,Setting linear velocity of a kinematic body is not supported.,UnityEngine.Rigidbody:set_velocity (UnityEngine.Vector3).  ProjectileTask:TaskBegin () (at Assets/Scripts/Tasks/ProjectileTask.cs:490).  ExperimentController:TrialBegin () (at Assets/Scripts/Core/ExperimentController.cs:275).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:Begin () (at Assets/UXF/Scripts/Etc/Trial.cs:129).  UXF.Session:BeginNextTrial () (at Assets/UXF/Scripts/Session.cs:429).  UXF.Session:BeginNextTrialSafe () (at Assets/UXF/Scripts/Session.cs:439).  ExperimentController:BeginNextTrial () (at Assets/Scripts/Core/ExperimentController.cs:238).  ExperimentController:TrialEnd () (at Assets/Scripts/Core/ExperimentController.cs:320).  UnityEngine.Events.UnityEvent`1<UXF.Trial>:Invoke (UXF.Trial).  UXF.Trial:End () (at Assets/UXF/Scripts/Etc/Trial.cs:146).  UXF.Session:EndCurrentTrial () (at Assets/UXF/Scripts/Session.cs:421).  ExperimentController:Update () (at Assets/Scripts/Core/ExperimentController.cs:72).  
